time,open,high,low,close,tick_volume,spread,real_volume,symbol,timeframe
2020-01-02 00:00:00+00:00,1.29868,1.3007900000000001,1.2968600000000001,1.2979,22100,0,0,USDCAD,D1
2020-01-03 00:00:00+00:00,1.29822,1.30051,1.29606,1.30002,33505,0,0,USDCAD,D1
2020-01-06 00:00:00+00:00,1.29857,1.299,1.296,1.29636,22623,0,0,USDCAD,D1
2020-01-07 00:00:00+00:00,1.29633,1.30293,1.29569,1.30033,25166,0,0,USDCAD,D1
2020-01-08 00:00:00+00:00,1.30033,1.30435,1.29759,1.30384,36190,2,0,USDCAD,D1
2020-01-09 00:00:00+00:00,1.30381,1.31044,1.30258,1.30552,27002,2,0,USDCAD,D1
2020-01-10 00:00:00+00:00,1.30553,1.30753,1.30288,1.30529,26140,2,0,USDCAD,D1
2020-01-13 00:00:00+00:00,1.30494,1.30673,1.30314,1.3054999999999999,21714,2,0,USDCAD,D1
2020-01-14 00:00:00+00:00,1.30551,1.3079100000000001,1.30467,1.30607,23899,2,0,USDCAD,D1
2020-01-15 00:00:00+00:00,1.30602,1.3078,1.30349,1.3041,24916,2,0,USDCAD,D1
2020-01-16 00:00:00+00:00,1.30409,1.3056,1.30319,1.30406,23818,2,0,USDCAD,D1
2020-01-17 00:00:00+00:00,1.30406,1.30748,1.30335,1.3069600000000001,22962,2,0,USDCAD,D1
2020-01-20 00:00:00+00:00,1.30589,1.30719,1.3042799999999999,1.30463,15500,2,0,USDCAD,D1
2020-01-21 00:00:00+00:00,1.30453,1.30797,1.30439,1.3069,26207,2,0,USDCAD,D1
2020-01-22 00:00:00+00:00,1.30688,1.31522,1.3035700000000001,1.31344,34185,2,0,USDCAD,D1
2020-01-23 00:00:00+00:00,1.3134000000000001,1.3171300000000001,1.31239,1.31266,29074,2,0,USDCAD,D1
2020-01-24 00:00:00+00:00,1.31258,1.31524,1.31175,1.3146900000000001,27176,2,0,USDCAD,D1
2020-01-27 00:00:00+00:00,1.31491,1.31999,1.31475,1.31937,31032,2,0,USDCAD,D1
2020-01-28 00:00:00+00:00,1.31936,1.32055,1.31539,1.31546,26227,2,0,USDCAD,D1
2020-01-29 00:00:00+00:00,1.31548,1.32093,1.31543,1.3197999999999999,23829,2,0,USDCAD,D1
2020-01-30 00:00:00+00:00,1.31981,1.32263,1.31876,1.32083,33680,2,0,USDCAD,D1
2020-01-31 00:00:00+00:00,1.3208199999999999,1.32528,1.3195000000000001,1.32282,36027,2,0,USDCAD,D1
2020-02-03 00:00:00+00:00,1.32351,1.33033,1.32317,1.3284799999999999,30601,2,0,USDCAD,D1
2020-02-04 00:00:00+00:00,1.32846,1.33014,1.32635,1.3275299999999999,26504,2,0,USDCAD,D1
2020-02-05 00:00:00+00:00,1.3275299999999999,1.33026,1.32625,1.32805,31219,2,0,USDCAD,D1
2020-02-06 00:00:00+00:00,1.32804,1.3308900000000001,1.327,1.32828,28420,2,0,USDCAD,D1
2020-02-07 00:00:00+00:00,1.32828,1.33209,1.32786,1.3306499999999999,40997,2,0,USDCAD,D1
