time,open,high,low,close,tick_volume,spread,real_volume,symbol,timeframe
2020-01-02 00:00:00+00:00,0.70058,0.7008,0.69783,0.69895,20238,3,0,AUDUSD,D1
2020-01-03 00:00:00+00:00,0.69897,0.69925,0.693,0.69444,32351,3,0,AUDUSD,D1
2020-01-06 00:00:00+00:00,0.69409,0.69575,0.69251,0.69381,27757,3,0,AUDUSD,D1
2020-01-07 00:00:00+00:00,0.69383,0.69419,0.68588,0.68682,31420,3,0,AUDUSD,D1
2020-01-08 00:00:00+00:00,0.68682,0.68851,0.68488,0.68643,43888,3,0,AUDUSD,D1
2020-01-09 00:00:00+00:00,0.68643,0.68801,0.68499,0.68581,21914,4,0,AUDUSD,D1
2020-01-10 00:00:00+00:00,0.68577,0.69106,0.68504,0.68984,26992,4,0,AUDUSD,D1
2020-01-13 00:00:00+00:00,0.68962,0.69195,0.68932,0.69027,22809,4,0,AUDUSD,D1
2020-01-14 00:00:00+00:00,0.69027,0.69094,0.68847,0.68997,26136,4,0,AUDUSD,D1
2020-01-15 00:00:00+00:00,0.68999,0.69164,0.68769,0.69,23695,4,0,AUDUSD,D1
2020-01-16 00:00:00+00:00,0.69001,0.69334,0.68876,0.68969,24711,3,0,AUDUSD,D1
2020-01-17 00:00:00+00:00,0.68968,0.69108,0.68704,0.6871,22020,3,0,AUDUSD,D1
2020-01-20 00:00:00+00:00,0.68729,0.68882,0.68548,0.68715,16085,4,0,AUDUSD,D1
2020-01-21 00:00:00+00:00,0.68715,0.68802,0.68422,0.68439,27717,4,0,AUDUSD,D1
2020-01-22 00:00:00+00:00,0.68439,0.68559,0.68267,0.68438,25382,4,0,AUDUSD,D1
2020-01-23 00:00:00+00:00,0.68437,0.68784,0.68289,0.68457,31925,4,0,AUDUSD,D1
2020-01-24 00:00:00+00:00,0.68461,0.68569,0.68172,0.68251,25673,4,0,AUDUSD,D1
2020-01-27 00:00:00+00:00,0.68104,0.6818,0.67515,0.67599,31682,4,0,AUDUSD,D1
2020-01-28 00:00:00+00:00,0.67599,0.67645,0.67366,0.67611,24857,4,0,AUDUSD,D1
2020-01-29 00:00:00+00:00,0.67611,0.6777,0.67348,0.67534,26737,4,0,AUDUSD,D1
2020-01-30 00:00:00+00:00,0.67524,0.67546,0.66997,0.67204,33660,4,0,AUDUSD,D1
2020-01-31 00:00:00+00:00,0.67203,0.67293,0.66825,0.66861,32669,3,0,AUDUSD,D1
2020-02-03 00:00:00+00:00,0.66828,0.67067,0.66826,0.66904,33598,4,0,AUDUSD,D1
2020-02-04 00:00:00+00:00,0.66906,0.67414,0.66783,0.67381,30942,3,0,AUDUSD,D1
2020-02-05 00:00:00+00:00,0.6737,0.67738,0.67234,0.67459,31710,4,0,AUDUSD,D1
2020-02-06 00:00:00+00:00,0.67459,0.67645,0.67266,0.67279,25106,4,0,AUDUSD,D1
2020-02-07 00:00:00+00:00,0.6728,0.67358,0.66617,0.66759,29929,4,0,AUDUSD,D1
2020-02-10 00:00:00+00:00,0.66667,0.6707,0.66662,0.66856,31513,4,0,AUDUSD,D1
2020-02-11 00:00:00+00:00,0.66856,0.67363,0.66802,0.67136,27178,4,0,AUDUSD,D1
2020-02-12 00:00:00+00:00,0.67136,0.67496,0.67114,0.67367,27070,4,0,AUDUSD,D1
2020-02-13 00:00:00+00:00,0.67345,0.67448,0.67066,0.67185,31201,4,0,AUDUSD,D1
2020-02-14 00:00:00+00:00,0.67186,0.67313,0.6709,0.67131,20144,4,0,AUDUSD,D1
2020-02-17 00:00:00+00:00,0.67212,0.67331,0.67114,0.67128,16080,4,0,AUDUSD,D1
2020-02-18 00:00:00+00:00,0.67128,0.67153,0.66732,0.66835,23428,4,0,AUDUSD,D1
2020-02-19 00:00:00+00:00,0.66836,0.67071,0.66649,0.66741,21731,4,0,AUDUSD,D1
2020-02-20 00:00:00+00:00,0.66736,0.66935,0.66099,0.66139,35151,4,0,AUDUSD,D1
2020-02-21 00:00:00+00:00,0.66131,0.66385,0.65854,0.66262,32809,4,0,AUDUSD,D1
2020-02-24 00:00:00+00:00,0.65857,0.66195,0.65854,0.66017,40463,4,0,AUDUSD,D1
2020-02-25 00:00:00+00:00,0.66018,0.66222,0.65861,0.66024,40687,4,0,AUDUSD,D1
2020-02-26 00:00:00+00:00,0.66024,0.66065,0.65418,0.65429,46637,4,0,AUDUSD,D1
2020-02-27 00:00:00+00:00,0.65425,0.65917,0.65423,0.65665,51241,2,0,AUDUSD,D1
2020-02-28 00:00:00+00:00,0.65662,0.65852,0.64336,0.65051,81342,2,0,AUDUSD,D1
2020-03-02 00:00:00+00:00,0.64695,0.65677,0.64695,0.65369,57250,1,0,AUDUSD,D1
2020-03-03 00:00:00+00:00,0.65367,0.66452,0.65095,0.65828,56435,2,0,AUDUSD,D1
2020-03-04 00:00:00+00:00,0.6582,0.66276,0.65769,0.66257,37077,1,0,AUDUSD,D1
2020-03-05 00:00:00+00:00,0.66257,0.66365,0.65836,0.66132,32927,2,0,AUDUSD,D1
2020-03-06 00:00:00+00:00,0.66082,0.66571,0.65848,0.66435,45852,2,0,AUDUSD,D1
2020-03-09 00:00:00+00:00,0.6595,0.6684,0.63112,0.65856,102158,2,0,AUDUSD,D1
2020-03-10 00:00:00+00:00,0.65856,0.66122,0.64615,0.64893,91480,16,0,AUDUSD,D1
2020-03-11 00:00:00+00:00,0.64893,0.65393,0.64809,0.64866,76980,1,0,AUDUSD,D1
2020-03-12 00:00:00+00:00,0.6488,0.64918,0.62119,0.63013,121354,1,0,AUDUSD,D1
2020-03-13 00:00:00+00:00,0.63013,0.63252,0.61222,0.61774,103468,0,0,AUDUSD,D1
2020-03-16 00:00:00+00:00,0.6241,0.6279,0.60789,0.61027,107924,0,0,AUDUSD,D1
2020-03-17 00:00:00+00:00,0.61024,0.61486,0.59587,0.60117,96058,0,0,AUDUSD,D1
2020-03-18 00:00:00+00:00,0.60121,0.60286,0.5701,0.57846,109096,0,0,AUDUSD,D1
2020-03-19 00:00:00+00:00,0.57846,0.5964,0.55073,0.57297,150746,0,0,AUDUSD,D1
2020-03-20 00:00:00+00:00,0.57347,0.59853,0.56636,0.58006,134236,0,0,AUDUSD,D1
2020-03-23 00:00:00+00:00,0.58018,0.58453,0.56997,0.5821,173497,0,0,AUDUSD,D1
2020-03-24 00:00:00+00:00,0.5821,0.59796,0.58105,0.59668,134584,0,0,AUDUSD,D1
2020-03-25 00:00:00+00:00,0.59681,0.60733,0.59304,0.59565,105758,0,0,AUDUSD,D1
2020-03-26 00:00:00+00:00,0.59565,0.60872,0.587,0.60386,100759,0,0,AUDUSD,D1
2020-03-27 00:00:00+00:00,0.60396,0.62,0.60224,0.61656,109887,0,0,AUDUSD,D1
2020-03-30 00:00:00+00:00,0.61502,0.61842,0.61114,0.61664,111485,0,0,AUDUSD,D1
2020-03-31 00:00:00+00:00,0.61629,0.62136,0.60787,0.61313,136280,0,0,AUDUSD,D1
2020-04-01 00:00:00+00:00,0.61316,0.61846,0.60387,0.60685,95715,0,0,AUDUSD,D1
2020-04-02 00:00:00+00:00,0.60693,0.61188,0.60065,0.60559,98170,0,0,AUDUSD,D1
2020-04-03 00:00:00+00:00,0.60562,0.60753,0.59797,0.59939,84636,0,0,AUDUSD,D1
2020-04-06 00:00:00+00:00,0.60097,0.61061,0.59843,0.60858,71535,0,0,AUDUSD,D1
2020-04-07 00:00:00+00:00,0.60856,0.62078,0.60749,0.61681,62026,2,0,AUDUSD,D1
2020-04-08 00:00:00+00:00,0.61682,0.62444,0.61152,0.62277,56672,2,0,AUDUSD,D1
2020-04-09 00:00:00+00:00,0.62277,0.63626,0.61948,0.63365,55836,2,0,AUDUSD,D1
2020-04-10 00:00:00+00:00,0.63359,0.63675,0.63119,0.63459,18319,0,0,AUDUSD,D1
2020-04-13 00:00:00+00:00,0.63472,0.64089,0.63257,0.63798,32793,2,0,AUDUSD,D1
2020-04-14 00:00:00+00:00,0.63797,0.64443,0.63724,0.64413,45784,1,0,AUDUSD,D1
2020-04-15 00:00:00+00:00,0.64411,0.64434,0.62837,0.63161,49633,2,0,AUDUSD,D1
2020-04-16 00:00:00+00:00,0.63162,0.63336,0.62635,0.63263,59315,2,0,AUDUSD,D1
2020-04-17 00:00:00+00:00,0.63264,0.63848,0.63141,0.63619,56217,2,0,AUDUSD,D1
2020-04-20 00:00:00+00:00,0.63571,0.63968,0.63326,0.63348,47718,2,0,AUDUSD,D1
2020-04-21 00:00:00+00:00,0.63351,0.63465,0.62532,0.62786,54861,2,0,AUDUSD,D1
2020-04-22 00:00:00+00:00,0.62781,0.63518,0.62749,0.63213,46024,2,0,AUDUSD,D1
2020-04-23 00:00:00+00:00,0.63207,0.64058,0.62827,0.63691,51921,2,0,AUDUSD,D1
2020-04-24 00:00:00+00:00,0.63693,0.6396,0.63368,0.63956,39833,0,0,AUDUSD,D1
2020-04-27 00:00:00+00:00,0.63803,0.64715,0.63797,0.64634,34744,0,0,AUDUSD,D1
2020-04-28 00:00:00+00:00,0.64636,0.65136,0.64342,0.64892,39680,2,0,AUDUSD,D1
2020-04-29 00:00:00+00:00,0.64881,0.65577,0.64851,0.65555,39791,0,0,AUDUSD,D1
2020-04-30 00:00:00+00:00,0.65547,0.65696,0.64899,0.65083,50582,0,0,AUDUSD,D1
2020-05-01 00:00:00+00:00,0.65083,0.65112,0.64092,0.64203,38187,2,0,AUDUSD,D1
2020-05-04 00:00:00+00:00,0.64106,0.64345,0.63724,0.64215,41521,2,0,AUDUSD,D1
2020-05-05 00:00:00+00:00,0.64215,0.64759,0.64156,0.64272,41391,1,0,AUDUSD,D1
2020-05-06 00:00:00+00:00,0.64291,0.64526,0.63934,0.63943,40523,2,0,AUDUSD,D1
2020-05-07 00:00:00+00:00,0.63943,0.65057,0.63783,0.6493,41635,1,0,AUDUSD,D1
